101,1,1,1,45,10,6,4,2,3,-1,82,119,315,207,14,-1710,0,2850,2859,605,762,687,844,641.92,889.08,1834
101,1,1,2,40,10,6,4,2,1,-1,40,163,315,266,10,-1784,0,2126,2134,691,390,781,314,723.6,246.03,1109
101,1,1,3,45,10,6,4,1,3,1,26,117,315,211,6,-1626,0,2117,2126,785,612,867,694,881.2,679.8,1100
101,1,1,4,45,10,6,4,2,3,-1,76,140,315,243,6,-1776,0,2101,2109,785,612,867,694,805.29,755.71,1084
101,1,1,5,50,10,6,4,1,4,1,25,149,357,230,6,-1676,0,1901,1909,1132,608,1056,698,1090.7,727.29,884
101,1,1,6,45,10,6,4,2,2,1,66,135,324,268,14,-1784,0,2209,2217,1315,318,1233,236,1241.8,227.24,1192
101,1,1,7,40,10,6,4,2,3,1,34,130,320,199,14,-1717,0,2184,2192,601,765,691,841,674.59,860.43,1167
101,1,1,8,45,10,6,4,2,2,-1,46,135,273,251,10,-1667,0,2409,2417,1225,393,1143,311,1173.6,280.38,1392
101,1,1,9,50,10,6,4,1,3,-1,42,105,310,254,6,-1676,0,2076,2084,788,608,864,698,861.98,699.7,1059
101,1,1,10,40,10,6,4,2,1,-1,40,165,312,234,6,-1692,0,2117,2126,781,465,871,389,827.39,337.35,1100
101,1,1,11,40,10,6,4,2,1,1,40,137,350,256,14,-1742,0,1976,1984,601,315,691,239,691.89,240.06,959
101,1,1,12,40,10,6,4,2,1,1,40,159,301,208,6,-1701,0,1917,1926,781,465,871,389,832.19,343.04,900
101,1,1,13,50,10,6,4,2,1,-1,50,106,348,203,14,-1767,0,2026,2034,608,322,684,232,689.97,237.04,1009
101,1,1,14,40,10,6,4,2,4,1,52,112,270,220,6,-1776,0,2034,2042,1139,615,1049,691,1121.4,776.79,1017
101,1,1,15,50,10,6,4,2,4,1,35,170,305,230,10,-1642,0,2317,2326,1222,683,1146,773,1239.6,852.07,1300
101,1,1,16,40,10,6,4,2,4,1,71,171,286,220,10,-1659,0,2042,2051,1229,690,1139,766,1232.9,877.21,1025
101,1,1,17,50,10,6,4,1,4,-1,50,126,337,230,6,-1709,0,1842,1851,1132,608,1056,698,1115.7,748.39,825
101,1,1,18,50,10,6,4,2,3,1,51,166,310,189,14,-1792,0,2192,2201,608,758,684,848,671.71,858.38,1175
101,1,1,19,40,10,6,4,1,3,1,60,178,320,234,6,-1659,0,2226,2234,781,615,871,691,864.86,698.27,1209
101,1,1,20,50,10,6,4,2,1,-1,50,141,317,193,10,-1684,0,3218,3226,698,397,774,307,537.18,107.02,2201
101,1,1,21,50,10,6,4,2,1,-1,50,124,296,251,6,-1742,0,1901,1909,788,472,864,382,800.48,328.36,884
101,1,1,22,50,10,6,4,2,1,1,50,95,334,194,10,-1626,0,2034,2042,698,397,774,307,647.69,200.34,1017
101,1,1,23,45,10,6,4,2,3,-1,53,130,315,217,10,-1759,0,1992,2001,695,687,777,769,665.95,880.05,975
101,1,1,24,45,10,6,4,2,4,-1,4,112,335,225,14,-1692,0,1951,1959,1315,762,1233,844,1312.7,923.67,934
101,1,1,25,50,10,6,4,2,4,-1,78,153,274,230,14,-1776,0,2042,2051,1312,758,1236,848,1346.3,941.15,1025
101,1,1,26,40,10,6,4,2,3,-1,67,165,320,230,14,-1801,0,1892,1901,601,765,691,841,630.39,912.77,875
101,1,1,27,45,10,6,4,2,4,-1,18,145,327,225,10,-1759,0,1884,1892,1225,687,1143,769,1292.5,918.49,867
101,1,1,28,50,10,6,4,2,2,1,13,130,300,247,14,-1651,0,1867,1876,1312,322,1236,232,1250.5,219.73,850
101,1,1,29,40,10,6,4,1,1,-1,40,173,302,230,6,-1759,0,1709,1717,781,465,871,389,808.17,314.59,692
101,1,1,30,40,10,6,4,2,4,-1,56,105,352,220,14,-1817,0,2184,2192,1319,765,1229,841,1303.1,928.71,1167
101,1,1,31,50,10,6,4,2,1,1,50,106,291,223,6,-1751,0,2059,2067,788,472,864,382,698.62,242.34,1042
101,1,1,32,50,10,6,4,2,2,1,48,130,335,243,10,-1784,0,1817,1826,1222,397,1146,307,1219.7,244.81,800
101,1,1,33,40,10,6,4,2,2,-1,72,140,312,183,14,-1809,0,1917,1926,1319,315,1229,239,1241.8,223.8,900
101,1,1,34,40,10,6,4,1,4,1,6,116,334,220,10,-1626,0,2151,2159,1229,690,1139,766,1158,788.45,1134
101,1,1,35,40,10,6,4,2,2,1,40,140,318,239,14,-1801,0,1942,1951,1319,315,1229,239,1245.1,219.9,925
101,1,1,36,50,10,6,4,1,2,-1,50,130,337,256,14,-1634,0,2067,2076,1312,322,1236,232,1268.2,204.83,1050
101,1,1,37,45,10,6,4,2,4,1,19,167,311,225,6,-1634,0,2267,2276,1135,612,1053,694,1145.5,786.47,1250
101,1,1,38,40,10,6,4,2,4,1,70,108,318,220,14,-1742,0,2367,2376,1319,765,1229,841,1293.5,917.33,1350
101,1,1,39,40,10,6,4,2,4,-1,15,125,321,220,6,-1709,0,2201,2209,1139,615,1049,691,1134.9,792.72,1184
101,1,1,40,40,10,6,4,2,3,-1,26,96,320,252,10,-1634,0,1859,1867,691,690,781,766,746.67,806.66,842
101,1,1,41,40,10,6,4,1,4,1,3,142,347,220,14,-1767,0,2226,2234,1319,765,1229,841,1248.3,863.84,1209
101,1,1,42,50,10,6,4,2,2,-1,77,130,278,212,14,-1792,0,2017,2026,1312,322,1236,232,1295.7,181.56,1000
101,1,1,43,40,10,6,4,2,1,-1,40,145,358,265,14,-1784,0,1934,1942,601,315,691,239,636.16,174.05,917
101,1,1,44,50,10,6,4,2,4,-1,52,109,346,230,10,-1801,0,2051,2059,1222,683,1146,773,1284.8,890.21,1034
101,1,1,45,40,10,6,4,1,2,-1,86,140,276,260,14,-1659,0,1926,1934,1319,315,1229,239,1279.5,179.15,909
101,1,1,46,45,10,6,4,1,2,-1,78,135,333,183,6,-1651,0,1776,1784,1135,468,1053,386,1093.8,345.23,759
101,1,1,47,45,10,6,4,1,2,1,88,135,318,219,6,-1784,0,1784,1792,1135,468,1053,386,1126.4,312.62,767
101,1,1,48,45,10,6,4,2,4,1,48,135,341,225,14,-1759,0,2051,2059,1315,762,1233,844,1288.7,899.65,1034
101,1,1,49,40,10,6,4,1,4,-1,25,140,338,220,6,-1659,0,2101,2109,1139,615,1049,691,1061.9,706.23,1084
101,1,1,50,45,10,6,4,2,1,1,45,133,307,214,10,-1751,0,2034,2042,695,393,777,311,658.26,192.26,1017
101,1,1,51,45,10,6,4,2,4,1,62,114,318,225,10,-1792,0,2242,2251,1225,687,1143,769,1213.7,839.69,1225
101,1,1,52,40,10,6,4,1,2,-1,43,140,329,190,10,-1734,0,1809,1817,1229,390,1139,314,1195.6,246.93,792
101,1,1,53,45,10,6,4,1,4,1,41,162,355,225,6,-1734,0,2059,2067,1135,612,1053,694,1092.6,733.61,1042
101,1,1,54,50,10,6,4,2,3,-1,55,164,310,237,10,-1801,0,2001,2009,698,683,774,773,686.13,847.2,984
101,1,1,55,50,10,6,4,1,4,-1,63,97,339,230,14,-1651,0,2059,2067,1312,758,1236,848,1256,864.87,1042
101,1,1,56,45,10,6,4,2,3,1,28,120,315,246,6,-1776,0,1901,1909,785,612,867,694,814.89,746.11,884
101,1,1,57,50,10,6,4,1,1,1,50,160,320,219,10,-1701,0,1926,1934,698,397,774,307,738.02,276.62,909
101,1,1,58,45,10,6,4,2,3,1,31,172,315,183,10,-1651,0,1809,1817,695,687,777,769,748.59,797.41,792
101,1,1,59,40,10,6,4,1,1,1,40,161,293,250,14,-1792,0,1792,1801,601,315,691,239,728.41,283.3,775
101,1,1,60,50,10,6,4,1,2,-1,15,130,302,246,6,-1759,0,1976,1984,1132,472,1056,382,1095,349.04,959
101,1,1,61,40,10,6,4,1,1,1,40,160,326,240,10,-1701,0,2476,2484,691,390,781,314,767.81,298.38,1459
101,1,1,62,50,10,6,4,1,4,1,87,160,318,230,10,-1717,0,1984,1992,1222,683,1146,773,1156,781.47,967
101,1,1,63,40,10,6,4,1,4,-1,15,146,275,220,14,-1784,0,3068,3076,1319,765,1229,841,1338.6,970.81,2051
101,1,1,64,45,10,6,4,1,3,-1,79,177,315,183,6,-1726,0,1967,1976,785,612,867,694,887.93,673.07,950
101,1,1,65,50,10,6,4,2,2,1,15,130,318,236,6,-1734,0,2234,2242,1132,472,1056,382,1095.6,348.57,1217
101,1,1,66,45,10,6,4,1,2,-1,81,135,336,180,10,-1717,0,1892,1901,1225,393,1143,311,1183,270.98,875
101,1,1,67,40,10,6,4,2,3,1,46,131,320,214,10,-1701,0,1926,1934,691,690,781,766,762.04,788.45,909
101,1,1,68,45,10,6,4,1,1,1,45,106,292,242,6,-1717,0,1700,1709,785,468,867,386,831.23,350.23,684
101,1,1,69,50,10,6,4,2,3,1,17,128,310,239,10,-1659,0,1959,1967,698,683,774,773,733.21,807.44,942
101,1,1,70,50,10,6,4,1,3,-1,80,90,310,229,14,-1742,0,1934,1942,608,758,684,848,679.4,851.88,917
101,1,1,71,40,10,6,4,2,2,-1,74,140,279,194,10,-1759,0,1884,1892,1229,390,1139,314,1170.3,276.94,867
101,1,1,72,50,10,6,4,2,2,-1,67,130,350,209,6,-1809,0,1850,1859,1132,472,1056,382,1145.5,306.39,834
101,1,1,73,50,10,6,4,2,3,1,62,173,310,256,6,-1784,0,2009,2017,788,608,864,698,781.26,767.87,992
101,1,1,74,40,10,6,4,2,4,-1,41,159,283,220,10,-1717,0,1959,1967,1229,690,1139,766,1193.5,830.56,942
101,1,1,75,40,10,6,4,1,3,1,47,123,320,264,10,-1709,0,1851,1859,691,690,781,766,752.43,799.83,834
101,1,1,76,40,10,6,4,2,2,-1,56,140,355,209,6,-1809,0,1876,1884,1139,465,1049,389,1126.7,296.93,859
101,1,1,77,45,10,6,4,2,1,1,45,92,320,198,6,-1626,0,1876,1884,785,468,867,386,746.67,265.67,859
101,1,1,78,50,10,6,4,1,3,1,77,115,310,265,6,-1792,0,1967,1976,788,608,864,698,811.05,742.71,950
101,1,1,79,50,10,6,4,1,3,-1,18,119,310,237,10,-1684,0,1984,1992,698,683,774,773,789.91,759.56,967
101,1,1,80,45,10,6,4,1,4,-1,57,173,329,225,10,-1801,0,1992,2001,1225,687,1143,769,1175.3,801.26,975
101,1,1,81,40,10,6,4,1,1,1,40,93,299,196,6,-1709,0,1742,1750,781,465,871,389,811.05,318.01,725
